Property_ID,Title,Price_RM,Region,Subarea,Property_Type,Title_Type,Size_sqft,Bedrooms,Bathrooms,Agent_Firm,Listing_URL,Scraped_At
114842661,Kulai @ Jalan Saga Single Storey Low Cost For Sale,288000,Johor,Kulai,1-storey Terraced House,Freehold,1040,2,2,The Roof Realty,https://www.mudah.my/view?ad_id=114842661,2026-05-24 13:30:25
114842656,"Tanah Corner Lot Banglo For Sale Datuk Keramat 3,799 sqft near LRT",600000,Kuala Lumpur,Keramat,Residential Land,Leasehold,0.09,,,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842656,2026-05-24 13:30:25
113751470,"Bukit Mertajam , Taman Sungai Rambai  2-Storey Terrace House For Sale",498000,Penang,Bukit Mertajam,Terraced House,Freehold,2200,4,2,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113751470,2026-05-24 13:30:25
114842655,(Corner Lot) Semi-D 1½ tingkat Majestic Homes Kotasas Kuantan,940000,Pahang,Kuantan,Semi-Detached House,Leasehold,5877,5,4,Esp Properties,https://www.mudah.my/view?ad_id=114842655,2026-05-24 13:30:25
114842652,"Selayang Point, Taman Pinggiran, Selayang",320000,Selangor,Selayang,Condominium,Freehold,1100,3,2,ESP PROPERTIES SDN BHD,https://www.mudah.my/view?ad_id=114842652,2026-05-24 13:30:25
114842648,Taman Alma Indah Bukit Mertajam 2 Storey Bungalow House For Sale,1000000,Penang,Alma,Bungalow House,Freehold,1125,5,3,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842648,2026-05-24 13:30:25
113147272,"H.S.M 438 Lot PT 1713 Mukim Ayer Hangat, Pulau Langkawi",736000,Kedah,Langkawi,Agricultural Land,Freehold,1.7,,,Private Seller,https://www.mudah.my/view?ad_id=113147272,2026-05-24 13:30:25
114842645,1STOREY TERRACE | JLN PERJIRANAN | Taman AIR BIRU | PASIR GUDANG,380000,Johor,Pasir Gudang,1-storey Terraced House,Leasehold,1540,4,2,VP REALTY SDN BHD,https://www.mudah.my/view?ad_id=114842645,2026-05-24 13:30:25
114682619,20K CASHBACK💥RENO DAPUR✨FULLOAN✅LUAS 1200SQFT❗ Darulaman Perdana,220000,Kedah,Sungai Petani,Terraced House,Freehold,1200,3,2,CCI PROPERTY,https://www.mudah.my/view?ad_id=114682619,2026-05-24 13:30:25
114327785,30K CASHBACK💥LOW DENSITY❗FULL LOAN✅3🛏️ HOT❗ Apartment Halaman Murni,250000,Penang,Bayan Lepas,Apartment,Freehold,700,3,2,CCI PROPERTY,https://www.mudah.my/view?ad_id=114327785,2026-05-24 13:30:25
114094811,TERMURAH🔥FULLOAN❗STRATEGIK✅NEGO⚡ Apartment Mutiara Perdana (AKASIA),200000,Penang,Bayan Lepas,Apartment,Freehold,538,2,1,CCI PROPERTY,https://www.mudah.my/view?ad_id=114094811,2026-05-24 13:30:25
113920661,TERMURAH💥 FULLOAN💰HOT LOC📍 2🛏️ 1🛁 Flat Taman Bagan Butterworth,120000,Penang,Butterworth,Flat,Freehold,520,2,1,CCI PROPERTY,https://www.mudah.my/view?ad_id=113920661,2026-05-24 13:30:25
114842642,CASHBACK RM 30K Taman Tunku Putra Kulim Kedah,319000,Kedah,Kulim,1-storey Terraced House,Leasehold,1400,3,2,Muhammad Alif Properties,https://www.mudah.my/view?ad_id=114842642,2026-05-24 13:30:25
114842641,BOOKING RM1000 Single Storey  Residen 3 Bandar Baru Setiawan Perak,225000,Perak,Sitiawan,1-storey Terraced House,Freehold,1300,3,2,Skyprop Real Estate Sdn Bhd,https://www.mudah.my/view?ad_id=114842641,2026-05-24 13:30:25
114692911,Luxury Landed Privacy Bungalow SS 3 Petaling Jaya For Sale,6300000,Selangor,Petaling Jaya,Bungalow House,Freehold,7870,7,7,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114692911,2026-05-24 13:30:25
113871718,Double Storey Corner Lot Kos Rendah Taman Intan Simpang,285000,Johor,Simpang Renggam,2-storey Terraced House,Freehold,2088,3,2,IQI Realty SDN BHD,https://www.mudah.my/view?ad_id=113871718,2026-05-24 13:30:25
93376153,"[NEW] 2 Sty Terrace House, Taman Scientex, Kota Emerald, Anggun Rawang",520000,Selangor,Rawang,2-storey Terraced House,Freehold,1400,4,3,VPG REALTY,https://www.mudah.my/view?ad_id=93376153,2026-05-24 13:30:25
114526713,"Full Reno, Pearl Villa, Double Storey Semi D, Full Renovated, Cheap!",790000,Penang,Simpang Ampat,Semi-Detached House,Freehold,2800,5,4,IQI Realty SDN BHD,https://www.mudah.my/view?ad_id=114526713,2026-05-24 13:30:25
114822718,"BUNGALOW 3 STOREY 20 TREES WEST, TAMAN MELAWATi FOR SALES",3200000,Kuala Lumpur,Taman Melawati,Bungalow House,Freehold,5150,6,7,TPG,https://www.mudah.my/view?ad_id=114822718,2026-05-24 13:30:25
114709729,5 Biji Rumah Dalam 1 Lot Tanah- Geran Individu 1 Nama,220000,Terengganu,Marang,Link Bungalow,Freehold,8148,8,5,REALTORS HAVEN PROPERTIES SDN BHD,https://www.mudah.my/view?ad_id=114709729,2026-05-24 13:30:25
112059780,Newly Touch Up 2-Storey Corner Terrace House Taman Permai Jaya Ampang,950000,Selangor,Ampang,2-storey Terraced House,Leasehold,2551,4,3,Qaiser Harta Sdn Bhd,https://www.mudah.my/view?ad_id=112059780,2026-05-24 13:30:25
109210847,"Tanah Lot 757mp 8148ft Bukit Ara , Ajil depan Perodua",96000,Terengganu,Hulu Terengganu,Residential Land,Freehold,757,,,Private Seller,https://www.mudah.my/view?ad_id=109210847,2026-05-24 13:30:25
101614202,Tanah Lot Besar 646mp Ajil Tepi Highway Ajil,90000,Terengganu,Hulu Terengganu,Residential Land,Freehold,646,,,Private Seller,https://www.mudah.my/view?ad_id=101614202,2026-05-24 13:30:25
113196290,Banglo Baru Corner Lot Kg Wakaf Dua Bukit Payung,492000,Terengganu,Bukit Payung,Bungalow House,Freehold,1500,3,2,Private Seller,https://www.mudah.my/view?ad_id=113196290,2026-05-24 13:30:25
108466046,"Tanah 618mp Gondang , Bukit Payung . dekat Sek Keb Gondang",78000,Terengganu,Marang,Residential Land,Freehold,618,,,Private Seller,https://www.mudah.my/view?ad_id=108466046,2026-05-24 13:30:25
114735290,"Tanah Pertanian, Gadong Negeri Sembilan",280000,Negeri Sembilan,Labu,Agricultural Land,Freehold,1,,,Quality Homes Realty,https://www.mudah.my/view?ad_id=114735290,2026-05-24 13:30:25
100339389,HUGE LAND CORNER Lot 2 Storey House TTDI Grove Kajang,1380000,Selangor,Kajang,2-storey Terraced House,Freehold,5425,6,5,Renstar Properties,https://www.mudah.my/view?ad_id=100339389,2026-05-24 13:30:25
114152937,CANTIK Single Storey Terrace Taman Desa Alam Ria Batang Kali,325000,Selangor,Batang Kali,1-storey Terraced House,Leasehold,1300,3,2,Landsworth Properties Sdn Bhd,https://www.mudah.my/view?ad_id=114152937,2026-05-24 13:30:25
114109782,"2.5 Storey Terrace, Taman Meranti Jaya, MJ1, Puchong for sale, 22x75",940000,Selangor,Puchong,2.5-storey Terraced House,Freehold,3200,5,5,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114109782,2026-05-24 13:30:25
114603600,"MURAH 1.5 Storey Bungalow, Seksyen U6 Kampung Melayu Subang, Shah Alam",650000,Selangor,Shah Alam,Bungalow House,Leasehold,5425,4,3,Landsworth Properties Sdn Bhd,https://www.mudah.my/view?ad_id=114603600,2026-05-24 13:30:25
114842496,CORNER LOT 2.5-STOREY JIMBARAN KEN RIMBA @ SHAH ALAM FOR Sale !!!,1590000,Selangor,Shah Alam,2.5-storey Terraced House,Freehold,2600,4,3,CHESTER PROPERTIES,https://www.mudah.my/view?ad_id=114842496,2026-05-24 13:30:25
114292440,AMVERTON HILLS PARKHOMES SUNGAI BULOH FREEHOLD 20x70 FOR SALE,790000,Selangor,Sungai Buloh,2-storey Terraced House,Freehold,1400,4,3,VPG REALTY AGENCY,https://www.mudah.my/view?ad_id=114292440,2026-05-24 13:30:25
113730399,"Setia Sky Vista ,1419sf, 4 Car Parks, Fully Renovated Cheapest Worth!",730000,Penang,Relau,Condominium,Freehold,1419,3,3,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113730399,2026-05-24 13:30:25
113730382,"Beverly Hills, 3 Storey Terrace 2800sf, Fully Renovated, Cheapest Buy",990000,Penang,Tanjung Bungah,3-storey Terraced House,Freehold,2800,5,5,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113730382,2026-05-24 13:30:25
114022373,40.7 Acres|Warehouse & Factory| CCC |Heavy Industrial| S.Petani| KEDAH,75000000,Kedah,Sungai Petani,Warehouse / Factory,Freehold,1772891,,,HIT PROPERTIES,https://www.mudah.my/view?ad_id=114022373,2026-05-24 13:30:25
111959903,Univ360 Full Loan Free Legal Fees Serdang Seri Kembangan Selangor 2cp,370000,Selangor,Seri Kembangan,Service Residence,Leasehold,979,3,2,Billion Realtors,https://www.mudah.my/view?ad_id=111959903,2026-05-24 13:30:25
114733996,Single Story Freehold Gated Guarded Sungai Kapar Indah Klang Selangor,410000,Selangor,Klang,1-storey Terraced House,Freehold,1000,3,2,Billion Realtors,https://www.mudah.my/view?ad_id=114733996,2026-05-24 13:30:25
114714678,Tg Aru Serviced Suites | Fully Furnished,560000,Sabah,Kota Kinabalu,Service Residence,Leasehold,560,1,1,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114714678,2026-05-24 13:30:25
114714865,Beverly Hills 2 | Below Market Value | 2R2B,268000,Sabah,Kota Kinabalu,Apartment,Leasehold,739,2,2,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114714865,2026-05-24 13:30:25
114842572,New Semi-D Corner Lot in Broadleaf Residences Kota kemuning,2350000,Selangor,Kota Kemuning,Semi-Detached House,Leasehold,4026,7,9,The Infinite Estate,https://www.mudah.my/view?ad_id=114842572,2026-05-24 13:30:25
114842569,2STOREY LoW COST | Taman Desa Harta Indah | PONTIAN | CORNER LOT,409000,Johor,Pontian,2-storey Terraced House,Freehold,1830,4,2,VP REALTY SDN BHD,https://www.mudah.my/view?ad_id=114842569,2026-05-24 13:30:25
114842568,Taman Seruling Single Storey Semi Detached For Sale,320000,Kedah,Sungai Petani,Semi-Detached House,Freehold,3200,3,2,Tech Realtors Properties,https://www.mudah.my/view?ad_id=114842568,2026-05-24 13:30:25
114842455,Regency Condominium Klang Renovated Freehold  700sqft value buy,255000,Selangor,Klang,Condominium,Freehold,700,2,1,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842455,2026-05-24 13:30:25
114842451,Kampung Jawa Taman Maznah Klang Single Storey Fully Renovated,468000,Selangor,Klang,1-storey Terraced House,Freehold,1650,2,1,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842451,2026-05-24 13:30:25
114842449,SWIMMING POOL🔥 NEGO CORNER LOT 2 Storey AU3 Desa Keramat AU 3,1398000,Kuala Lumpur,Keramat,2-storey Terraced House,Leasehold,4541,7,7,AFZ Realty Sdn Bhd E1 0094,https://www.mudah.my/view?ad_id=114842449,2026-05-24 13:30:25
114842443,Tabuan Jaya Semi-D | Opposite Petronas | 9.1 Points ,1200000,Sarawak,Kuching,Semi-Detached House,Leasehold,3964,4,3,F.S.P,https://www.mudah.my/view?ad_id=114842443,2026-05-24 13:30:25
114842441,3 Storey Superlink Corner House @ Taman Segar Jaya 2,1580000,Selangor,Cheras,3-storey Terraced House,Leasehold,2800,5,4,One Vision Realty SB,https://www.mudah.my/view?ad_id=114842441,2026-05-24 13:30:25
114842459,Taman Chi Liung klang double sty house fully renovated value buy,680000,Selangor,Klang,2-storey Terraced House,Freehold,1760,4,3,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842459,2026-05-24 13:30:25
114842456,Taman murni jaya kluang full loan below value cashback 40k,298000,Johor,Kluang,1-storey Terraced House,Freehold,1540,3,2,Vigor Property,https://www.mudah.my/view?ad_id=114842456,2026-05-24 13:30:25
114288745,"The Terraces Condominium,950sf, Middle Floor,City View 2 CP, Cheapest!",520000,Penang,Bayan Lepas,Condominium,Leasehold,950,3,2,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114288745,2026-05-24 13:30:25
112333411,FACING MAINROAD Commercial Land Batu 27 Jalan Semenyih Beranang,2500000,Selangor,Semenyih,Commercial Land,Freehold,1.02,,,Renstar Properties,https://www.mudah.my/view?ad_id=112333411,2026-05-24 13:30:25
110426723,CHEAPEST GUARDED Facing North Bungalow Land Saujana Impian Golf Kajang,710000,Selangor,Kajang,Residential Land,Freehold,5425,,,Renstar Properties,https://www.mudah.my/view?ad_id=110426723,2026-05-24 13:30:25
112530850,1 Acre Freehold Agriculture Land Sungai Merab,980000,Selangor,Bangi,Agricultural Land,Freehold,1,,,Renstar Properties,https://www.mudah.my/view?ad_id=112530850,2026-05-24 13:30:25
114786384,"[18x70] 2 Storey Terrace House, Bandar Baru Kundang, BBK, Rawang",395000,Selangor,Rawang,2-storey Terraced House,Leasehold,1260,4,3,VPG REALTY,https://www.mudah.my/view?ad_id=114786384,2026-05-24 13:30:25
114732936,"[RENO] 2 Storey SEMI D END LOT, Mallow, Kota Emerald, Anggun Rawang",1490000,Selangor,Rawang,Semi-Detached House,Freehold,3000,4,4,VPG REALTY,https://www.mudah.my/view?ad_id=114732936,2026-05-24 13:30:25
114330178,"[BELOW PRICE] 2 Storey Terrace, Scientex Phase 2, Kota Emerald Rawang",499000,Selangor,Rawang,2-storey Terraced House,Freehold,1300,4,3,VPG REALTY,https://www.mudah.my/view?ad_id=114330178,2026-05-24 13:30:25
105128491,"[2077 SF] 2Storey CORNER Terrace House, Sari Alamanda, Sg Chor, Rawang",558000,Selangor,Rawang,2-storey Terraced House,Freehold,2077,3,3,VPG REALTY,https://www.mudah.my/view?ad_id=105128491,2026-05-24 13:30:25
91777601,"[18x80] 2Sty Terrace House, Acacia Park, Bandar Tasik Puteri, Rawang",399000,Selangor,Rawang,2-storey Terraced House,Leasehold,1440,4,3,VPG REALTY,https://www.mudah.my/view?ad_id=91777601,2026-05-24 13:30:25
114842566,"Ipoh Freehold 3R2B, DownPayment RM0, Monthly Installment RM767",180000,Perak,Ipoh,Others,Freehold,1000,3,2,WE IPOH PROPERTY,https://www.mudah.my/view?ad_id=114842566,2026-05-24 13:30:25
111868942,Stand Alone Facing Mainroad Commercial Building Bandar Baru Bangi,12000000,Selangor,Bangi,Shop lot,Leasehold,61419,,,Renstar Properties,https://www.mudah.my/view?ad_id=111868942,2026-05-24 13:30:25
114584436,Abadi Height Puchong South Gated and Guarded Fully Reno Kitchen Extend,550000,Selangor,Puchong,2-storey Terraced House,Leasehold,2045,5,4,IQI Realty,https://www.mudah.my/view?ad_id=114584436,2026-05-24 13:30:25
114842558,FREEHOLD G/F Townhouse Taman Lagenda Mas Cheras | 3R2B,380000,Kuala Lumpur,Cheras,Townhouse,Freehold,1063,3,2,OSE REALTY,https://www.mudah.my/view?ad_id=114842558,2026-05-24 13:30:25
114788801,"Semi-D BELOW MARKET VALUE, CASHBACK RM40K, AMBANGAN HEIGHTS, SP",360000,Kedah,Sungai Petani,Semi-Detached House,Freehold,3200,3,3,CCI REALTY SDN BHD,https://www.mudah.my/view?ad_id=114788801,2026-05-24 13:30:25
114722243,"TERES 2 TINGKAT BANDAR PERDANA, SP. RM60K  bawah MARKET VALUE🔥",370000,Kedah,Sungai Petani,2-storey Terraced House,Freehold,1539,4,3,CCI REALTY SDN BHD,https://www.mudah.my/view?ad_id=114722243,2026-05-24 13:30:25
112514446,Bandar Botanic Klang Double Storey extended below market value,640000,Selangor,Bandar Botanic,2-storey Terraced House,Freehold,1400,4,3,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=112514446,2026-05-24 13:30:25
113195524,Bandar Bukit Tinggi Klang Double Storey Semi-D fully renovated,1580000,Selangor,Bandar Bukit Tinggi,Semi-Detached House,Freehold,3712,5,4,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113195524,2026-05-24 13:30:25
114156392,"New 2 Storey Linked Homes Suasana Ainsdale, Bandar Ainsdale, Seremban",685000,Negeri Sembilan,Seremban 2,2-storey Terraced House,Freehold,1400,4,3,EUM REALTY SDN. BHD.,https://www.mudah.my/view?ad_id=114156392,2026-05-24 13:30:25
113194988,Taman Klang Utama klang Double sty Freehold Endlot below market value,360000,Selangor,Klang,2-storey Terraced House,Freehold,990,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113194988,2026-05-24 13:30:25
114842553,Solaria in Bayan Lepas 1115sf Basic Unit Airport View 2 Car parks,529000,Penang,Bayan Lepas,Condominium,Freehold,1115,3,2,Centeline Asia,https://www.mudah.my/view?ad_id=114842553,2026-05-24 13:30:25
113195533,Bukit Tinggi 2 Klang double storey house fully renovated n extended,820000,Selangor,Klang,2-storey Terraced House,Freehold,1400,4,4,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113195533,2026-05-24 13:30:25
113195661,Tropicana Aman Bandar Rimbayu klang 2sty zero lot bungalow renovated,3680000,Selangor,Klang,2-storey Terraced House,Freehold,4616,5,6,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113195661,2026-05-24 13:30:25
113195683,Klang Utama Klang Double Storey Semi D fully renovated unit value buy,1050000,Selangor,Klang,Semi-Detached House,Freehold,4000,5,5,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113195683,2026-05-24 13:30:25
113195588,Setia Utama setia alam klang 3 sty semi d fully renovated value buy,1500000,Selangor,Setia Alam,Semi-Detached House,Freehold,2240,4,4,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113195588,2026-05-24 13:30:25
112563063,Paloma Bandar Bukit Raja Klang Double Storey House Fully Renovated,780000,Selangor,Bandar Bukit Raja,2-storey Terraced House,Freehold,1800,4,3,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=112563063,2026-05-24 13:30:25
110421767,Ehsan Perdana Pandamaran 3 storey Shoplot Facing Main road value buy,1450000,Selangor,Pandamaran,Shop lot,Leasehold,1400,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=110421767,2026-05-24 13:30:25
114842550,GL Garden 1carpark,340000,Penang,Paya Terubong,Condominium,Freehold,800,3,2,IQI ELITE LEGACY,https://www.mudah.my/view?ad_id=114842550,2026-05-24 13:30:25
112571097,Kota Kemuning Shah Alam 2 Sty Corner House Renovated MOVE IN CONDITION,1590000,Selangor,Shah Alam,2-storey Terraced House,Freehold,5856,3,3,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=112571097,2026-05-24 13:30:25
112571096,Bandar Bukit Raja 1 Half Storey Semi D Factory 150 ⁠Freehold,4750000,Selangor,Bandar Bukit Raja,Warehouse / Factory,Freehold,3620,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=112571096,2026-05-24 13:30:25
114544689,CASHBACK RM50K FULL Loan Nusa Indah Apartment Bukit Mertajam,199000,Penang,Bukit Mertajam,Apartment,Freehold,904,3,2,Muhammad Alif Properties,https://www.mudah.my/view?ad_id=114544689,2026-05-24 13:30:25
114538030,"2 Storey Terrace House Bandar Sunway Semenyih, Semenyih",395000,Selangor,Semenyih,2-storey Terraced House,Freehold,1300,4,3,EUM REALTY SDN. BHD.,https://www.mudah.my/view?ad_id=114538030,2026-05-24 13:30:25
114842548,"Cheapest 2-Storey Zero Lot Bunggalow, Tropicale Residency @ Alma",950000,Penang,Bukit Mertajam,Zero-Lot Bungalow,Freehold,3315,4,3,IQI Realty SDN BHD,https://www.mudah.my/view?ad_id=114842548,2026-05-24 13:30:25
114788802,Taman Marlin Teluk Kemang,236000,Negeri Sembilan,Port Dickson,Terraced House,Freehold,1400,3,2,CCI Realty ,https://www.mudah.my/view?ad_id=114788802,2026-05-24 13:30:25
114759395,"Low Cost Single Storey Terrace House Simpang Balak, Kajang",275000,Selangor,Kajang,1-storey Terraced House,Leasehold,1200,2,1,EUM REALTY SDN. BHD.,https://www.mudah.my/view?ad_id=114759395,2026-05-24 13:30:25
114823317,Cantik rumah fully refurbish,350000,Negeri Sembilan,Senawang,Terraced House,Leasehold,1200,3,2,CCI Realty ,https://www.mudah.my/view?ad_id=114823317,2026-05-24 13:30:25
114775490,Fully Refurbished house,250000,Negeri Sembilan,Port Dickson,1-storey Terraced House,Leasehold,1400,3,2,CCI Realty ,https://www.mudah.my/view?ad_id=114775490,2026-05-24 13:30:25
114776187,Rumah mampu milik,250000,Negeri Sembilan,Senawang,1-storey Terraced House,Freehold,1200,3,2,CCI Realty ,https://www.mudah.my/view?ad_id=114776187,2026-05-24 13:30:25
114289063,"Freehold, near LRT, AEON Mall, shops, hospital, school, bus to TARUMT",370000,Kuala Lumpur,Wangsa Maju,Condominium,Freehold,1150,3,2,MP Global Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114289063,2026-05-24 13:30:25
106474314,Inanam Business Center | Good Rental | Ground Floor,1150000,Sabah,Inanam,Shop lot,Leasehold,1200,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=106474314,2026-05-24 13:30:25
114842421,DEPOSIT FLEXIBLE🔥 NICE VIEW Saville Taman Melawati,450000,Kuala Lumpur,Taman Melawati,Service Residence,Freehold,1007,3,2,AFZ Realty Sdn Bhd E1 0094,https://www.mudah.my/view?ad_id=114842421,2026-05-24 13:30:25
114842419,"Double Storey House, Taman Timah Dengkil, Selangor",550000,Selangor,Dengkil,2-storey Terraced House,Freehold,2000,4,3,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842419,2026-05-24 13:30:25
114842417,"Below Market, Savio @ Riana Dutamas, Segambut, Kuala Lumpur",498000,Kuala Lumpur,Segambut,Service Residence,Freehold,852,2,2,Gt Nelson Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114842417,2026-05-24 13:30:25
114842412,"OPEN HOUSE 24.5.26 1st Flr, Reno,Extended, 3R 2B 2 Car Park, Just walk",245000,Selangor,Damansara Damai,Apartment,Freehold,700,3,2,RAINE & HORNE INTERNATIONAL ZAKI  PARTNER,https://www.mudah.my/view?ad_id=114842412,2026-05-24 13:30:25
114826662,Why Semi D If Can Own Spacious Bungalow In Semenyih|4133sqf|5-6R 5-7B,1228888,Selangor,Semenyih,New Bungalow House,Freehold,4133,6,7,Private Seller,https://www.mudah.my/view?ad_id=114826662,2026-05-24 13:30:25
114842532,LOW COST Flat | JALAN PULAI | TAMAN PULAI UTAMA ,214000,Johor,Skudai,Flat,Freehold,650,3,2,VP REALTY SDN BHD,https://www.mudah.my/view?ad_id=114842532,2026-05-24 13:30:25
114842523,"BANDAR BARU UDA, JOHOR - 2 Storey  Shop Lot",1600000,Johor,Johor Bahru,Shop lot,Leasehold,1400,,,ESP PROPERTIES SDN BHD,https://www.mudah.my/view?ad_id=114842523,2026-05-24 13:30:25
114842518,"PALING MURAH, Teres 2 Tingkat, Seksyen 2 Bandar Rinching, Semenyih",285000,Selangor,Semenyih,2-storey Terraced House,Freehold,825,3,2,Azmi Real Estate Agency Sdn. Bhd,https://www.mudah.my/view?ad_id=114842518,2026-05-24 13:30:25
114603753,Residential Sentral @ Putrajaya (RUMAWIP),300000,Putrajaya,Putrajaya,Apartment,Freehold,850,3,2,Polygon Property,https://www.mudah.my/view?ad_id=114603753,2026-05-24 13:30:25
114806818,UNO Residence in Cyberjaya,561600,Selangor,Cyberjaya,New Condominium,Freehold,936,3,2,Polygon Property,https://www.mudah.my/view?ad_id=114806818,2026-05-24 13:30:25
113323537,TERES MURAH HOT AREA🔥DAPUR LUAS❗40k cashback✅NEGO⚡ Taman Ria Jaya SP,210000,Kedah,Sungai Petani,Terraced House,Freehold,1200,3,2,CCI PROPERTY,https://www.mudah.my/view?ad_id=113323537,2026-05-24 13:30:25
113225343,ENDLOT MURAH KAW2🔥FULLOAN✅30K CASHBACK⚡ Spice Village Zon Kemboja,215000,Kedah,Sungai Petani,Terraced House,Freehold,1200,3,2,CCI PROPERTY,https://www.mudah.my/view?ad_id=113225343,2026-05-24 13:30:25
112156749,TERMURAH🔥50K CASHBACK✅FULLOAN3🛏️ Taman Lembah Bujang Utama Fasa 5,220000,Kedah,Sungai Petani,Terraced House,Freehold,1400,3,2,CCI PROPERTY,https://www.mudah.my/view?ad_id=112156749,2026-05-24 13:30:25
110575576,"2 STOREY LUAS🔥OPEN FACING✅60K BELOW MV⚡4🛏️3🛁, Taman Desa Seraya",459000,Kedah,Alor Setar,2-storey Terraced House,Freehold,1643,4,3,CCI PROPERTY,https://www.mudah.my/view?ad_id=110575576,2026-05-24 13:30:25
104130669,Penampang | Kobusak | D'Golden Gate,620000,Sabah,Kota Kinabalu,Condominium,Leasehold,1314,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=104130669,2026-05-24 13:30:25
113157129,Penampang | 2 Storey Terraced House | Corner | Below Market Value,788000,Sabah,Penampang,2-storey Terraced House,Leasehold,2762,3,3,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113157129,2026-05-24 13:30:25
106474365,Beverly Hills | Shoplot | Ground Floor,1100000,Sabah,Penampang,Shop lot,Leasehold,1300,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=106474365,2026-05-24 13:30:25
103167494,Putatan Town | 4 Storey Shoplot | Corner,2500000,Sabah,Putatan,Shop lot,Leasehold,1200,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=103167494,2026-05-24 13:30:25
111844397,Kolombong | Below Market Value | Full Loan | Corner,638000,Sabah,Kota Kinabalu,1-storey Terraced House,Leasehold,3723,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=111844397,2026-05-24 13:30:25
110390854,Kinarut | Lok kawi | Palm Condo,390000,Sabah,Papar,Condominium,Leasehold,1060,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=110390854,2026-05-24 13:30:25
111858858,Menggatal | Below Market Value | Full Loan | Apartment,280000,Sabah,Kota Kinabalu,Apartment,Leasehold,850,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=111858858,2026-05-24 13:30:25
110356512,Penampang | Beverly Hills Plaza | Corner,730000,Sabah,Penampang,Shop lot,Leasehold,1228,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=110356512,2026-05-24 13:30:25
113157557,Kk Town | Likas | Peak Vista | Fully Furnished,1150000,Sabah,Kota Kinabalu,Condominium,Leasehold,1288,3,2,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=113157557,2026-05-24 13:30:25
106474271,Inanam Business Center | Good Rental | 1st Floor,550000,Sabah,Inanam,Shop lot,Leasehold,1200,,,The Roof Realty Sdn Bhd,https://www.mudah.my/view?ad_id=106474271,2026-05-24 13:30:25
114258109,"Setia Pearl Island, 2.5 Storey Terrace, Fully Renovated, 2500sf,Worth!",1000000,Penang,Bayan Lepas,2.5-storey Terraced House,Freehold,2500,5,4,IQI Realty Sdn Bhd,https://www.mudah.my/view?ad_id=114258109,2026-05-24 13:30:25
114842510,LOW DEPOSIT🔥 FACING OPEN 2 Storey Kajang Perdana,560000,Selangor,Kajang,2-storey Terraced House,Freehold,2200,4,3,AFZ Realty Sdn Bhd E1 0094,https://www.mudah.my/view?ad_id=114842510,2026-05-24 13:30:25
113898293,RSKU Harmoni 1,285000,Selangor,Putra Heights,Apartment,Freehold,800,3,2,Private Seller,https://www.mudah.my/view?ad_id=113898293,2026-05-24 13:30:25
101614230,Tanah Lot Bukit Ara Tepi Perumahan Bandar Ajil,80000,Terengganu,Hulu Terengganu,Residential Land,Freehold,666,,,Private Seller,https://www.mudah.my/view?ad_id=101614230,2026-05-24 13:30:25
