video_id,video_title,video_published_at,comment_id,author,comment_text,like_count,reply_count,published_at,updated_at
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,Ugx_8T5JbyElZGXGN2R4AaABAg,@zaimyim6168,dia ada cara.. utk youtube lepas bukak kasi pause seminit dua. Lepas dia loading bru play..leh lancar hahaha,1,0,2026-06-13T00:18:40Z,2026-06-13T00:18:40Z
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,UgwShwwtTjjlG_q1VU94AaABAg,@mohdnidzwanabubakar2393,Buat backup ok kot hehehe,1,0,2026-06-12T23:20:15Z,2026-06-12T23:20:15Z
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,UgxaDyrCckIHyjhvrpN4AaABAg,@hafitdzkhairuddin4761,"IPhone 17 pro max kena sumpah..
""Aku sumpah kau jadi kecik""..
Cinnggg..",0,0,2026-06-13T10:47:53Z,2026-06-13T10:47:53Z
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,UgzGmgJPNVoFfeymkBV4AaABAg,@HANKUROCHI,"Ni kalau boleh download ai ni ,ada yg bawak dalam exam nanti",0,0,2026-06-13T04:36:32Z,2026-06-13T04:36:32Z
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,UgzoPYW9fs2mQmQAecx4AaABAg,@nasrulfarid6826,Okay what beli untuk anak nice,0,0,2026-06-13T05:01:24Z,2026-06-13T05:01:24Z
1t-oROjyAiI,Aku Beli iPhone 17 Pro Harga RM200! Tak Sangka…,2026-06-11T12:00:03Z,UgzbsYMhvnO1-iT_dPF4AaABAg,@MINGz99,mmg xboleh la hp ni buat baling2 ok la 😹,0,0,2026-06-13T06:45:24Z,2026-06-13T06:45:24Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgyfnWha3NU5OWz6X014AaABAg,@SukeriMakaGawa,Kena prank ip 11. Apapun mantap🤣,3,0,2026-06-10T00:06:32Z,2026-06-10T00:06:32Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwsM-2HK-QepJ3Xh_N4AaABAg,@M_Zahar,finally slider liquid glass ada and aku perasan keyboard baru dh ada kt semua apps sebelum ni tk semua tukar,2,0,2026-06-09T02:05:01Z,2026-06-09T02:05:01Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwGEwTO__pLUeVhFcp4AaABAg,@muhammadhafiz6274,Akhirnya iPhone 11 Series masih support lagi  iOS 27. Buat saya risau je 😅,12,5,2026-06-09T01:36:55Z,2026-06-09T01:36:55Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgyvE1yOO90Y8eL8Ogx4AaABAg,@ashrafarif4661,"Apple masih tak bagi Clipboard, benda paling basic sangat berguna.. satu lagi, Back Gesture pun masih tiada",11,4,2026-06-09T04:24:31Z,2026-06-09T04:24:31Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgymhMOnjU8F79ZQAfJ4AaABAg,@jesonjacob776,Carplay dah boleh youtube ke fuzz,0,0,2026-06-10T05:14:40Z,2026-06-10T05:14:40Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwqhWyOyhLmquog3Op4AaABAg,@jesonjacob776,Ip 11 aku masih diperlukan yeayy,1,0,2026-06-10T05:06:43Z,2026-06-10T05:06:43Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,Ugx6bSXx8KvSGRtIMQ14AaABAg,@makcikai9456,"Baru je beli iphone 17 base version, tapi  dlm setting ia tertera iphone 18, apa benda tu???",0,0,2026-06-10T15:16:17Z,2026-06-10T15:16:17Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgxLYqkW1Wt_NJpNDqt4AaABAg,@AeroxxPlanet,ada back gesture baru aku beli ipon,5,2,2026-06-09T06:13:21Z,2026-06-09T06:13:21Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwZDLBUfTRfio788Qh4AaABAg,@syaztzy1,performance and battery dekat iphone 14 pro max okay ke? kepada user yang dah update,0,1,2026-06-10T14:24:57Z,2026-06-10T14:24:57Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgxhHziHO9ByornspYV4AaABAg,@HafizIshak92,"Serik dah update sendiri walaupun pakai wifi,sebelum ni ada error sikit kat phone..sampai effect kat face id…memang kena update kat kedai jawabnya…rm60 juga lar 😂",2,2,2026-06-09T14:30:03Z,2026-06-09T14:30:03Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwUqBzfXAJHTE6XswV4AaABAg,@Msyir23,Srs lah 11 support lagi kalau betul yeay saya pakai 11 nk tukar tahun depan 😢,6,2,2026-06-09T02:32:59Z,2026-06-09T02:32:59Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgzTdK0S_AQ3-mfM1_d4AaABAg,@megataizack4531,Hmmm...adakah ML akan jadi lagi bagus dan tak drain bateri😆,0,0,2026-06-09T14:43:36Z,2026-06-09T14:43:36Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgxFUGi6ocxYvpfjMst4AaABAg,@mailzain,Mana privasi skrin nyaaaaaaaa????????????,4,2,2026-06-09T04:19:51Z,2026-06-09T04:19:51Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,Ugy1CmCDgcwE8u5WLTJ4AaABAg,@azharnoor93,Beta la kan?,1,0,2026-06-09T02:00:15Z,2026-06-09T02:00:15Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,Ugw3tFHCSumOpWDCirJ4AaABAg,@safuanredza2747,First tak?,1,1,2026-06-09T01:06:02Z,2026-06-09T01:06:02Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,Ugz_TNmZrd0qri4ttVZ4AaABAg,@krizalidkazama7751,betul ke nanti chip baru dorang buat kat israel?,1,1,2026-06-09T07:00:35Z,2026-06-09T07:00:35Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgwBOn2WHJHPcbrZHsF4AaABAg,@discovertheworld4257,"iphone paling weak bettery, tak payah upgrade mcm2 selagi  mereka tak improve hat ni aku tak kan beli",0,0,2026-06-13T01:08:43Z,2026-06-13T01:08:43Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgyQFrciOWUcs7ByByV4AaABAg,@Lol-ir2qw,Tak best la dual screen takda . Haukkkk,0,0,2026-06-10T11:58:24Z,2026-06-10T11:58:24Z
rp8CX__6nuw,Semua Ciri Baru iOS 27 Pengguna iPhone Wajib Tahu!,2026-06-09T01:00:25Z,UgyDrjWXUuq1KNsYBgx4AaABAg,@shahrulzahri9774,Iphone noob...,5,6,2026-06-09T01:54:55Z,2026-06-09T01:54:55Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwSmdt18lcyQqXxgW54AaABAg,@w0ood,"Yang voice command tu
Saya set volume up dgn volume down
Utk volume up dia dpt tangkap
Volume down selalu failed😂",0,0,2026-06-13T17:28:19Z,2026-06-13T17:28:19Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgxKdMwpcSj5jHRMyZN4AaABAg,@HafizIshak92,"80% dari content ni aku dah tau dan guna…masa dah dapat phone seharian aku cuba semua feature tu,cuma ada yang tak habis explore lagi,nasib faiz tunjukkan 😂",2,0,2026-06-02T14:20:56Z,2026-06-02T14:20:56Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwqqThh-9Me2yqOf2h4AaABAg,@ythzzzq81,"Satu lagi features aku guna ni amat kuno la tapi membantu. Kadang bila nak tidur aku letak phone jauh skit pastu on kan flashlight sementara aku nak tutup suis lampu bagi bilik gelap, kat shortcuts iphone boleh letak timer utk flashlight tu auto-off. Cth aku letak 2 minit. Mcm kereta jugaklah fungsi sama follow-me-home light supaya dia hold suluhan masa gelap sebelum auto-off. 😂",7,0,2026-05-31T06:58:32Z,2026-05-31T06:58:32Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugwm9aDlkg4qU88kNzR4AaABAg,@MAmirulhafiz,"Separuh dari future yng ditunjuk saya dah guba sebelum , tapi pengetahuan yang baik untuk yang tidak tahu . Goodluck fuzzchanel🤗",1,0,2026-06-01T09:00:51Z,2026-06-01T09:00:51Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugx9cGg9SOaCyOhJi0V4AaABAg,@bangboy7670,terbaikkklahhh...content sangat berisi. terima kasih sharing Fuzz Channel,6,0,2026-05-30T12:51:04Z,2026-05-30T12:51:04Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwT3W9rJ4ZKPPIiwUl4AaABAg,@zaxcops8677,mmg funtion byk info baru,2,0,2026-06-01T11:02:07Z,2026-06-01T11:35:48Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgzFx5zWNw3O1K462xF4AaABAg,@w0ood,"Masa kita sebut siri tu
Mcm dlm video fuzz ni,
Mcm mana naik lampu mcm dekat skrin tu ya. Mcm lampu rgb tu",0,0,2026-06-13T17:45:43Z,2026-06-13T17:45:43Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyGs-3ywMDqq7u5R6x4AaABAg,@sameryjusoh5547,Terbaik. Ada beberapa fitur koi baru tau trik dia,3,0,2026-05-30T12:41:23Z,2026-05-30T12:41:23Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgxVsktHj0b-xvhBO9d4AaABAg,@hairulazhahusin8933,As salam. Memang terbaik contents ni. Byk membantu user² iphone. Terus kan sahabat,0,0,2026-06-03T03:59:32Z,2026-06-03T03:59:32Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgzsgdQeBDB70Euo8sF4AaABAg,@Razif-q9n3g,Dah jmpa fuzz..sory x tgk hbis lg vdeo ni.tq2,0,0,2026-06-03T07:36:15Z,2026-06-03T07:36:15Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyWQVm9xnJqD_J68LV4AaABAg,@AzizanMohamad1,"Terbaik, terima kasih. Tunggu part seterusnya menyusul..",0,0,2026-05-31T00:29:19Z,2026-05-31T00:29:37Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgxHGHfD7QjDUVa2BYp4AaABAg,@irfanmuhammad3006,Sangat berguna. Terima kasih,0,0,2026-05-31T15:44:29Z,2026-05-31T15:44:29Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwwOFGOysKHB81AEK94AaABAg,@ibnismail14,Terbaik,0,0,2026-05-31T06:29:34Z,2026-05-31T06:29:34Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgycVb41XF8Y3jQvtu94AaABAg,@mujibhai3255,"Thanks Fuzz, always support you bro!!",0,0,2026-06-01T03:53:18Z,2026-06-01T03:53:18Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugx5_ws6AE6SFa6uaHF4AaABAg,@amsyaryusuf,Brother Faiz boleh lah on/off flashlight kat bahagian voice command tu kena sebut biar jelas,0,0,2026-06-03T09:24:01Z,2026-06-03T09:24:01Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgxO2cESxKaeyYb2juN4AaABAg,@syahrulnidzam8971,"Terbaik perkongsiannya, berbaloi utk iPhone SE 3rd Gen saya.. tak payah ganti iPhone baru lagi 😅",0,0,2026-05-30T14:33:48Z,2026-05-30T14:33:48Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwY2-lTfMFS5lv3REd4AaABAg,@Razif-q9n3g,Slm..tq fuzz,0,0,2026-06-03T06:52:49Z,2026-06-03T06:52:49Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwoLBOT8acMp7iEwqF4AaABAg,@faizalzal1169,"Hahaha kena prank ngn IOS, -gelap la-",0,0,2026-06-13T14:05:56Z,2026-06-13T14:05:56Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyDdd8SuZ0QMS7Cufd4AaABAg,@f9fad,sape suka dan tak suka auto brightness dan true tone? cuba komen,6,3,2026-05-30T12:07:29Z,2026-05-30T12:07:29Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgymYIafBUei1vqnSv94AaABAg,@PakDie,baru update ios 26.6,1,0,2026-05-30T12:34:06Z,2026-05-30T12:34:06Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgzyhoETtlfwaZxDNWF4AaABAg,@tangisdarah,Tgk video fuzz sambil pegang phone,1,2,2026-06-01T04:48:28Z,2026-06-01T04:48:28Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugx6CS6tWv_jB020a4l4AaABAg,@JaiBingitz,Terbaik…,0,0,2026-05-30T12:15:52Z,2026-05-30T12:15:52Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyLMQnojz5SNQEEru14AaABAg,@zul_kifleijoi3583,"Fuzzchannel suka tgk video best
Bang jangan buat tatoo ye bang",0,0,2026-06-05T01:15:55Z,2026-06-05T01:15:55Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgzMLlViO4tU-6U8jAp4AaABAg,@froghijau,"Sape tak suka benda bulat untuk back to home tu meh hadir kan diri, iphone zaman kuno je guna menatang tu ni 2026 dah ramai masih guna benda alah tu nyemak screen je😂😂",22,7,2026-05-30T13:02:30Z,2026-05-30T13:02:30Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyYkd6ih7Lme7NUvDp4AaABAg,@syedmajid79,I PHONE HP YG PALING OK…Laju Sistem…Boleh Digunakan Oleh Semua Generasi Umr …,0,0,2026-06-02T14:17:31Z,2026-06-02T14:17:31Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugy1eqTvVRn3OslgilV4AaABAg,@apitaizan4933,“So baca jaa laa kosong macam nie” 😂,0,0,2026-06-04T03:19:22Z,2026-06-04T03:19:22Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyELDqzgcEgeZ3oLy14AaABAg,@izzulhisyam3807,ip17pro test record video kat tempat sunyi noise msh ada walaupun dah on wind noise reduction.. ada yang lalui benda sama?,0,0,2026-06-04T04:55:26Z,2026-06-04T04:55:26Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgyXRs6hiUZhJza9X5x4AaABAg,@Razif-q9n3g,"Fuzz bole x kalo nk lock phone xnk guna butang on,off..gna tab 3x ke,ke ada cara lain?",0,0,2026-06-03T06:57:14Z,2026-06-03T06:57:14Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgxW7R_tBquslFlBpM14AaABAg,@mrpendekar6035,ip 15 xda show reader mode dlm safari🧐,0,0,2026-06-03T01:10:32Z,2026-06-03T01:10:32Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,UgwawxokHlemkc4D4uJ4AaABAg,@mohd_hasan5458,terbaiklahhh...apa2 pun iphone tetap noobbbb,2,0,2026-05-31T03:48:45Z,2026-05-31T03:48:45Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugx6KY8v2-MpDd5C7It4AaABAg,@MohdNizar-t2z,Apa barang guns iPhone..guna android la,2,0,2026-05-30T13:23:33Z,2026-05-30T13:23:33Z
22QQicYo1iw,25 Fungsi Menarik iPhone Tak Ramai Tahu!,2026-05-30T12:00:02Z,Ugz4MSuNGgZIGIo2CmN4AaABAg,@shahrulzahri9774,IPhone noob....,2,0,2026-05-30T12:01:13Z,2026-05-30T12:01:13Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgyK2ULCEsHYG5W_xk14AaABAg,@SyamG0NZALES02,Lama tunggu channel Fuzz nak buat review 17T pro dari xiaomi,10,0,2026-05-28T14:08:56Z,2026-05-28T14:08:56Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwgigJ7r62lnnbBBC14AaABAg,@farishchan,Laju korang. 😭😭 3rd,10,0,2026-05-28T14:09:25Z,2026-05-28T14:09:25Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgzhZed-tkENXg4rpth4AaABAg,@melyumpy355,"Camera laica❤
Screen 6.83 besar❤",7,0,2026-05-28T23:42:24Z,2026-05-28T23:42:24Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgxRXNtsUFQxRsqt1JZ4AaABAg,@JaiBingitz,Mediatek mmg bagus utk jangka masa panjang.,5,0,2026-05-29T00:16:05Z,2026-05-29T00:16:05Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgyeCpKDff7LF0QrM4B4AaABAg,@nurfarizabtmohdfauzi3095,13tpro hadir❤❤.. tukar bateri baru br ok bateri life😂😂,12,5,2026-05-29T07:44:00Z,2026-05-29T07:53:59Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgzMC74y6GtJ2tf25CB4AaABAg,@cxainz1449,first🎉,3,0,2026-05-28T14:04:33Z,2026-05-28T14:04:33Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwHpftGKMuhqCskiJR4AaABAg,@Amirkarliskandar,14t pro hadir..masih mantop,0,0,2026-06-04T15:03:57Z,2026-06-04T15:03:57Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgypoZ-HtNr2oSJfCCF4AaABAg,@azriaviator7711,Sure beli,0,0,2026-05-29T19:48:42Z,2026-05-29T19:48:42Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgxK314iyYmrxpAb0k14AaABAg,@Dr_Doe,Takde skrin belakang. 17 Pro mana Xiaomi !!!!??,1,0,2026-05-29T08:12:29Z,2026-05-29T08:12:29Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgyWUW81oP2AFzi2j0V4AaABAg,@haizzadhasin5195,"15T pro masih elok ni, xkan nak upgrde",0,0,2026-06-08T22:56:38Z,2026-06-08T22:56:38Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugytxpl_vm03IKfqQA94AaABAg,@Wonggendeng87,Boleh pakai softcase 15t pro ke?,0,0,2026-06-07T18:38:01Z,2026-06-07T18:38:01Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgzL-m4NZKdvRMz5xJJ4AaABAg,@amirularif1997,"Kalau record vid, panas tak?",0,0,2026-05-30T15:46:34Z,2026-05-30T15:46:34Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwO-H5QM-UxFnp_v_h4AaABAg,@amrifreddysiregar8672,"mediatek ni laju makan beteri ,",0,0,2026-05-29T11:34:50Z,2026-05-29T11:34:50Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgxlzbURe7_KQ7LYQPl4AaABAg,@mualani.enjoyer,Takde link shopee ke,0,0,2026-05-31T12:02:00Z,2026-05-31T12:02:00Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwBj7DwiGNXdFKykDl4AaABAg,@mohammadkhairulannuarmzain6579,"charger memang pantas, tapi usb still 2.0. sebab aku pakai 15t pro. spec usb adalah sama",0,1,2026-05-31T03:05:39Z,2026-05-31T03:06:41Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwL67D3qlV5oIFNMXJ4AaABAg,@zzaimi2959,15+ panas yg ni panas ka x ?,0,0,2026-05-31T13:12:26Z,2026-05-31T13:12:26Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugx17CvwhY3sN1SAHZl4AaABAg,@HZL_AD,yg T non pro bila nak review,5,0,2026-05-28T15:53:29Z,2026-05-28T15:53:29Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgzlWO6FMXVWorgV5Wh4AaABAg,@khairulnajwan9977,"Camera masih jd gelap ke? Skrg guna 14T, gambar leica ni jd mcm gelap sedikit",1,1,2026-05-31T15:09:52Z,2026-05-31T15:09:52Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugyz0c7Uwysv-ZZR3xt4AaABAg,@waliq0763,Ade fungsi ai ke?,0,0,2026-05-30T05:49:17Z,2026-05-30T05:49:17Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugx1WyMjNwlPk0Z9sN94AaABAg,@nikmohdyazid,Tlg compare Xiaomi 17T Pro dgn Honor 600 Pro especially camera.,0,2,2026-05-31T15:24:11Z,2026-05-31T15:24:11Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugx4N_Di3ZzuD2C04Z94AaABAg,@remixdangdutchi1040,Aku ni jenis tak suka came3empat biji tu.menyampah tengok phone camera byk2 segi empat tapi yg function cuma tiga je.tak minat....,2,2,2026-05-28T23:28:04Z,2026-05-28T23:28:04Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,Ugz71fKtRIubou905ZB4AaABAg,@aqilrafael332,Xiaomi 17t pro atau Honor 600 pro? Korang rasa macam mana?,0,1,2026-06-01T00:25:45Z,2026-06-01T00:25:45Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgyOSia1AC58fbRyk7J4AaABAg,@theweirdgoonie,Sape tahu cmne nak buang iklan xiaomi ni?,1,4,2026-05-29T03:41:43Z,2026-05-29T03:41:43Z
LgRqjhtFy_8,Xiaomi 17T Pro Terlalu Bagus Untuk Harga Bawah RM3000!,2026-05-28T14:02:02Z,UgwxAhF4dMdUpWEHH6Z4AaABAg,@jiwooh2hworld,Sayang pulak harga flagship tapi still pakai usb type c 2.0 & optical fingerprint,4,2,2026-05-28T14:16:09Z,2026-05-28T14:16:09Z
