method,run,time_sec,cpu_%,memory_mb,throughput,avg_time_sec,avg_cpu_%,avg_memory_mb,avg_throughput,speedup_vs_baseline
Optimized Pandas,1,0.1808490753173828,41.4,0.00390625,139392.4738390795,0.14838178952534994,44.1,0.0013020833333333333,178116.32951002437,2.0674011488558306
Optimized Pandas,2,0.15651655197143555,44.65,0.0,161062.83765183296,0.14838178952534994,44.1,0.0013020833333333333,178116.32951002437,2.0674011488558306
Optimized Pandas,3,0.10777974128723145,46.25,0.0,233893.67703916066,0.14838178952534994,44.1,0.0013020833333333333,178116.32951002437,2.0674011488558306
Polars Lazy Execution,1,0.07915306091308594,12.6,1.30859375,318484.2090652787,0.06572365760803223,16.883333333333333,0.7890625,400751.47652586666,4.667492548322541
Polars Lazy Execution,2,0.04825401306152344,30.9,0.8828125,522422.8701529705,0.06572365760803223,16.883333333333333,0.7890625,400751.47652586666,4.667492548322541
Polars Lazy Execution,3,0.0697638988494873,7.15,0.17578125,361347.3503593508,0.06572365760803223,16.883333333333333,0.7890625,400751.47652586666,4.667492548322541
DuckDB SQL,1,0.19771099090576172,47.9,0.0,127504.29242457131,0.23463813463846842,39.06666666666666,0.018229166666666668,110278.37610580218,1.3073948214200433
DuckDB SQL,2,0.21702861785888672,36.75,0.0390625,116155.18842031718,0.23463813463846842,39.06666666666666,0.018229166666666668,110278.37610580218,1.3073948214200433
DuckDB SQL,3,0.28917479515075684,32.55,0.015625,87175.64747251805,0.23463813463846842,39.06666666666666,0.018229166666666668,110278.37610580218,1.3073948214200433
