Total Rows,Total Processing Time (seconds),CPU Usage (%),Memory Usage (MB),Throughput (records/second),Mean Price (MYR),Mean Mileage (km),Most Common Region
175545,0.5668635368347168,43.9,80.97265625,309677.70652566163,208327.8389871543,56206.0256971147,selangor
